,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
104,4150,BEAUTY,4.6,4369,14,100000,1,0,1,Beauty,25-Jul-18,1.9,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3542,BEAUTY,4.3,8572,25,1000000,1,0,1,Beauty,10-May-18,1.1.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7160,BEAUTY,4.7,964,9.0,50000,1,0,1,Beauty,21-Jun-18,4,4.2 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,5995,BEAUTY,4.8,104,12,10000,1,0,1,Beauty,26-Jun-18,1.3,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6877,BEAUTY,4.3,601,35,100000,1,0,1,Beauty,2-Jun-18,2.0.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2135,BEAUTY,4.5,36,6.7,10000,1,0,1,Beauty,26-Jul-18,6,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6485,BEAUTY,4.1,187,30,50000,1,0,4,Beauty,24-Jul-18,3.0.1,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3285,BEAUTY,4.2,30,2.9,10000,1,0,1,Beauty,9-Apr-18,3.3.9,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,5807,BEAUTY,4.5,134,17,10000,1,0,1,Beauty,1-Mar-18,1.2,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,6757,BEAUTY,4.4,74,2.9,10000,1,0,1,Beauty,5-Apr-18,2.3.09,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,5151,BEAUTY,4.1,9315,2.6,1000000,1,0,1,Beauty,21-Nov-17,1.4.2,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1211,BEAUTY,4.4,75,4.2,50000,1,0,1,Beauty,18-Oct-17,1.0.0,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4149,BEAUTY,4.6,38,7.1,10000,1,0,1,Beauty,29-May-18,1,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6492,BEAUTY,4.5,26834,57,1000000,1,0,1,Beauty,24-Jul-18,18.5,5.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,6763,BEAUTY,3.9,2277,22,500000,1,0,1,Beauty,12-Jul-18,1.1.0,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3541,BEAUTY,4.4,2280,24,500000,1,0,1,Beauty,14-May-18,1.1.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,3441,BEAUTY,4.6,184,21,10000,1,0,1,Beauty,2-Jul-18,1.5,4.1 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4968,BEAUTY,3.8,9,3.4,5000,1,0,1,Beauty,7-Jun-18,1,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2669,BEAUTY,4.0,364,6.4,100000,1,0,1,Beauty,24-May-18,1.1,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3283,BEAUTY,4.3,18,3.2,5000,1,0,1,Beauty,1-Jun-18,1.2.13,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2824,BEAUTY,4.5,473,8.2,100000,1,0,3,Beauty,1-Mar-17,1.0.2.0,1.6 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6758,BEAUTY,4.1,66,2.9,10000,1,0,1,Beauty,5-Apr-18,3.1.89,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,6141,BEAUTY,3.7,3871,23,1000000,1,0,1,Beauty,30-Jul-18,2.2.0,4.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,5098,BEAUTY,4.7,257,4.6,50000,1,0,1,Beauty,7-Aug-17,1,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3929,BEAUTY,4.2,62,3.1,10000,1,0,1,Beauty,28-May-18,1.9.2,4.0.3 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2870,BOOKS_AND_REFERENCE,4.5,1857,4.9,50000,1,0,1,Books & Reference,3-Aug-18,1.3.2,4.4 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2736,BOOKS_AND_REFERENCE,4.6,4478,9.5,100000,1,0,2,Books & Reference,31-Jul-17,1.1,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3725,BOOKS_AND_REFERENCE,4.5,418,4.2,100000,1,0,1,Books & Reference,27-Mar-18,2.1,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1403,BOOKS_AND_REFERENCE,4.4,22486,5.4,1000000,1,0,4,Books & Reference,6-Jun-18,3.2.1,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3192,BOOKS_AND_REFERENCE,4.6,1435,2.8,500000,1,0,1,Books & Reference,21-Jan-18,1,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3705,BOOKS_AND_REFERENCE,4.8,116507,5.0,1000000,1,0,4,Books & Reference,1-Aug-18,2.0.075,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,502,BOOKS_AND_REFERENCE,4.6,90468,5.9,5000000,1,0,1,Books & Reference,27-May-18,1.91180527,2.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,5586,BOOKS_AND_REFERENCE,4.2,860,13,100000,1,0,1,Books & Reference,17-Jul-18,1,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,5671,BOOKS_AND_REFERENCE,4.1,363934,7.1,10000000,1,0,1,Books & Reference,11-Jul-18,9.1.363,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,5589,BOOKS_AND_REFERENCE,4.7,967,6.7,500000,1,0,1,Books & Reference,4-Aug-18,1.1.6,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3459,BOOKS_AND_REFERENCE,4.3,17506,17,1000000,1,0,1,Books & Reference,20-Jul-18,2.3.18,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2092,BOOKS_AND_REFERENCE,3.3,1862,19,1000000,1,0,1,Books & Reference,27-Apr-18,2.2.5,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,6184,BOOKS_AND_REFERENCE,4.6,2084,6.7,500000,1,0,1,Books & Reference,17-May-18,15,2.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,6158,BOOKS_AND_REFERENCE,4.8,47303,21,1000000,1,0,1,Books & Reference,2-Jun-18,18.05.31+530,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3112,BOOKS_AND_REFERENCE,4.1,85842,37,5000000,1,0,1,Books & Reference,25-Jun-18,5.0.6,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,4798,BOOKS_AND_REFERENCE,4.6,7831,15,100000,1,0,4,Books & Reference,4-Jul-18,1.2.3,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6155,BOOKS_AND_REFERENCE,4.1,91615,23,5000000,1,0,3,Books & Reference,29-Jun-18,3.12,4.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3202,BOOKS_AND_REFERENCE,4.6,4620,19,500000,1,0,1,Books & Reference,23-Nov-17,2,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,7997,BOOKS_AND_REFERENCE,4.7,21336,23,1000000,1,0,1,Books & Reference,20-Jun-18,1.28,3.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3195,BOOKS_AND_REFERENCE,4.5,26875,73,500000,1,0,1,Books & Reference,1-Aug-18,6.0.8,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3653,BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,1,0,3,Books & Reference,16-Oct-14,1.0.3,2.1 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,531,BOOKS_AND_REFERENCE,4.4,2709,6.8,1000000,1,0,1,Books & Reference,11-Jul-18,1.9,4.4 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3203,BOOKS_AND_REFERENCE,4.5,527,2.9,100000,1,0,1,Books & Reference,31-Mar-18,14,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5754,BOOKS_AND_REFERENCE,4.4,1322,3.5,100000,1,0,1,Books & Reference,28-May-18,6,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3704,BOOKS_AND_REFERENCE,3.4,1680,4.0,100000,1,0,1,Books & Reference,20-Aug-16,3.05,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,7996,BOOKS_AND_REFERENCE,4.9,2739,21,50000,1,0,1,Books & Reference,17-Jul-18,2,3.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,5630,BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,1,0,1,Books & Reference,16-Jun-18,1.5,3.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,3206,BOOKS_AND_REFERENCE,4.4,8788,10,1000000,1,0,1,Books & Reference,28-Jul-18,2.5.3,4.0 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,3960,BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,1,0,1,Books & Reference,19-Jul-18,7.0.4.6,4.2 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,530,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,1,0,1,Books & Reference,29-Jul-18,1.15,4.0.3 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,759,BOOKS_AND_REFERENCE,3.5,156,42,500000,1,0,1,Books & Reference,15-Feb-18,3.1.7.9,2.2 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,3191,BOOKS_AND_REFERENCE,4.4,341157,30,10000000,1,0,2,Books & Reference,20-Mar-18,3.9.1,4.2 and up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,159,BUSINESS,4.3,85185,29,5000000,1,0,1,Business,17-Jul-18,3.4.2,5.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,5577,BUSINESS,4.3,1002861,35,100000000,1,0,1,Business,2-Aug-18,9.7.14188,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,7358,BUSINESS,3.9,16589,9.1,1000000,1,0,1,Business,14-Jun-18,4.9.10,4.0.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,4495,BUSINESS,4.8,148945,25,1000000,1,0,1,Business,19-Jul-18,5.2.8,5.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2252,BUSINESS,4.5,4458,3.9,500000,1,0,1,Business,8-Jul-18,3.3,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,4010,BUSINESS,4.4,62272,18,10000000,1,0,1,Business,26-Jun-18,3.550.2,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,513,BUSINESS,4.0,8941,12,5000000,1,0,1,Business,31-Jul-18,4.6.30,4.0.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,6845,BUSINESS,4.3,46353,21,1000000,1,0,1,Business,13-Apr-16,2.8,1.5 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,5922,BUSINESS,4.2,30847,55,5000000,1,0,1,Business,8-Feb-18,7.3.21,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1844,BUSINESS,4.6,188841,3.2,5000000,1,0,1,Business,21-Jun-18,1.1.13,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,5895,BUSINESS,3.1,4034,23,100000,1,0,1,Business,11-Sep-15,3.0.1.11 (Build 311),2.2 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4552,BUSINESS,3.9,45964,16,1000000,1,0,1,Business,18-Jul-18,5.1.5,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1215,BUSINESS,4.1,6903,14,1000000,1,0,1,Business,10-Jul-18,2.3.6,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,7857,BUSINESS,4.4,31614,37,10000000,1,0,1,Business,20-Jul-18,4.1.28165.0716,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4397,BUSINESS,4.5,207372,11,5000000,1,0,1,Business,2-Aug-18,12.2.4,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,7494,BUSINESS,4.4,1225,25,100000,1,0,1,Business,1-Aug-18,1.0.6.8,4.1 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,5357,BUSINESS,4.4,380837,7.3,10000000,1,0,1,Business,4-Jul-18,3.4.5,4.2 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,4494,BUSINESS,4.3,10600,6.5,1000000,1,0,1,Business,1-Aug-18,2.5.6,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,14,BUSINESS,4.4,74359,25,1000000,1,0,1,Business,27-Jul-18,1.12.5,4.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,5369,BUSINESS,4.6,822,3.1,100000,1,0,1,Business,8-Jun-18,1.5,4.0.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,8121,BUSINESS,4.4,2287,1.5,1000000,1,0,1,Business,26-Mar-18,4.9,2.2 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,324,BUSINESS,4.7,4162,7.5,100000,1,0,1,Business,24-Jul-18,0.9.4,4.0.3 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,6473,BUSINESS,3.8,14760,8.6,50000000,1,0,1,Business,31-Jan-18,1.1.07.6,7.0 and up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
